,Name,Genus,Species,Tested_for_Alkaloids,Alkaloids,Ref_Alks,Antimalarial_Use,Ref_H_Mal,History_Fever,Ref_H_Fever,Activity_Antimalarial,Ref_Activity,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank,Source
895,Ophiorrhiza kuroiwae Makino,Ophiorrhiza,kuroiwae Makino,1.0,1.0,102,,,,,,,Rubiaceae,Ophiorrhiza kuroiwae,Ophiorrhiza kuroiwae,50884217-1,50884217-1,Species,Manual
896,Ophiorrhiza marginata Blume,Ophiorrhiza,marginata Blume,1.0,1.0,126,,,,,,,Rubiaceae,Ophiorrhiza marginata,Ophiorrhiza marginata,758518-1,758518-1,Species,Manual
897,Ophiorrhiza mungos L.,Ophiorrhiza,mungos L.,1.0,1.0,KN,,,,,,,Rubiaceae,Ophiorrhiza mungos,Ophiorrhiza mungos,758527-1,758527-1,Species,Manual
898,Ophiorrhiza pumila Champ. ex Benth.,Ophiorrhiza,pumila Champ. ex Benth.,1.0,1.0,"KN, 102",,,,,,,Rubiaceae,Ophiorrhiza pumila,Ophiorrhiza pumila,758576-1,758576-1,Species,Manual
899,Ophiorrhiza remotiflora Ridl.,Ophiorrhiza,remotiflora Ridl.,1.0,1.0,126,,,,,,,Rubiaceae,Ophiorrhiza remotiflora,Ophiorrhiza remotiflora,758581-1,758581-1,Species,Manual
900,Ophiorrhiza rosacea Ridl.,Ophiorrhiza,rosacea Ridl.,1.0,1.0,102,,,,,,,Rubiaceae,Ophiorrhiza rosacea,Ophiorrhiza rosacea,758590-1,758590-1,Species,Manual
901,Ophiorrhiza rugosa Wall.,Ophiorrhiza,rugosa Wall.,1.0,1.0,KN,,,,,,,Rubiaceae,Ophiorrhiza rugosa,Ophiorrhiza rugosa,758602-1,758602-1,Species,Manual
902,Ophiorrhiza teysmannii Miq.,Ophiorrhiza,teysmannii Miq.,1.0,1.0,126,,,,,,,Rubiaceae,Ophiorrhiza teysmannii,Ophiorrhiza teysmannii,758642-1,758642-1,Species,Manual
903,Ophiorrhiza tomentosa Jack ex Roxb.,Ophiorrhiza,tomentosa Jack ex Roxb.,1.0,1.0,102,,,,,,,Rubiaceae,Ophiorrhiza tomentosa,Ophiorrhiza tomentosa,758646-1,758646-1,Species,Manual
904,Otiophora pauciflora Baker,Otiophora,pauciflora Baker,,,,,,,,,,Rubiaceae,Otiophora pauciflora,Otiophora pauciflora,758708-1,758708-1,Species,Manual
905,Oxyanthus pallidus Hiern,Oxyanthus,pallidus Hiern,,,,,,,,,,Rubiaceae,Oxyanthus pallidus,Oxyanthus pallidus,758800-1,758800-1,Species,Manual
906,Oxyanthus speciosus DC.,Oxyanthus,speciosus DC.,1.0,1.0,238,1.0,205,,,0.0,205,Rubiaceae,Oxyanthus speciosus,Oxyanthus speciosus,758814-1,758814-1,Species,Manual
907,Paederia foetida L.,Paederia,foetida L.,1.0,1.0,239,,,,,,,Rubiaceae,Paederia foetida,Paederia foetida,758897-1,758897-1,Species,Manual
908,Pagamea guianensis Aubl.,Pagamea,guianensis Aubl.,,,,,,,,0.0,104,Rubiaceae,Pagamea guianensis,Pagamea guianensis,546863-1,546863-1,Species,Manual
909,Palicourea acuminata (Benth.) Borhidi,Palicourea,acuminata (Benth.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea acuminata,Palicourea acuminata,77115588-1,77115588-1,Species,Manual
910,Palicourea adusta Standl.,Palicourea,adusta Standl.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea adusta,Palicourea adusta,180889-2,180889-2,Species,Manual
911,Palicourea alba (Aubl.) Delprete & J.H.Kirkbr,Palicourea,alba (Aubl.) Delprete & J.H.Kirkbr,,,,1.0,209,,,,,Rubiaceae,Palicourea alba,Palicourea alba,60473597-2,60473597-2,Species,Manual
912,Palicourea alpina (Sw.) DC.,Palicourea,alpina (Sw.) DC.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea alpina,Palicourea alpina,758987-1,758987-1,Species,Manual
913,Palicourea apoda (Steyerm.) Delprete & J. H. Kirkbr.,Palicourea,apoda (Steyerm.) Delprete & J. H. Kirkbr.,1.0,1.0,160,,,,,1.0,160,Rubiaceae,Palicourea apoda,Palicourea apoda,60473600-2,60473600-2,Species,Manual
914,Palicourea axillaris (Sw.) Borhidi,Palicourea,axillaris (Sw.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea axillaris,Palicourea axillaris,77115589-1,77115589-1,Species,Manual
915,Palicourea bella (Standl.) Dwyer,Palicourea,bella (Standl.) Dwyer,1.0,1.0,68,,,,,,,Rubiaceae,Palicourea bella,Palicourea bella,180914-2,180914-2,Species,Manual
916,Palicourea caerulea (Ruiz & Pav.) Schult.,Palicourea,caerulea (Ruiz & Pav.) Schult.,,,,1.0,209,,,,,Rubiaceae,Palicourea caerulea,Palicourea caerulea,759049-1,759049-1,Species,Manual
917,Palicourea chiriquiensis (Standl.) Borhidi,Palicourea,chiriquiensis (Standl.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea chiriquiensis,Palicourea chiriquiensis,77161804-1,77161804-1,Species,Manual
918,Palicourea colorata (Hoffmanns. ex Willd.) Delprete & J. H. Kirkbr,Palicourea,colorata (Hoffmanns. ex Willd.) Delprete & J. H. Kirkbr,1.0,1.0,72,,,,,1.0,160,Rubiaceae,Palicourea colorata,Palicourea colorata,77161054-1,77161054-1,Species,Manual
919,Palicourea coriacea (Cham.) K. Schum.,Palicourea,coriacea (Cham.) K. Schum.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea coriacea,Palicourea coriacea,180957-2,180957-2,Species,Manual
920,Palicourea correae (Dwyer & M. V. Hayden) Borhidi,Palicourea,correae (Dwyer & M. V. Hayden) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea correae,Palicourea correae,77161806-1,77161806-1,Species,Manual
921,Palicourea crocea (Sw.) Schult.,Palicourea,crocea (Sw.) Schult.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea crocea,Palicourea crocea,759061-1,759061-1,Species,Manual
922,Palicourea croceoides Ham.,Palicourea,croceoides Ham.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea croceoides,Palicourea croceoides,759062-1,759062-1,Species,Manual
923,Palicourea cyanococca (Seem. ex Dombrain) Borhidi,Palicourea,cyanococca (Seem. ex Dombrain) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea cyanococca,Palicourea cyanococca,77161808-1,77161808-1,Species,Manual
924,Palicourea deflexa (DC.) Borhidi,Palicourea,deflexa (DC.) Borhidi,1.0,1.0,72,,,,,0.0,158,Rubiaceae,Palicourea deflexa,Palicourea deflexa,77115599-1,77115599-1,Species,Manual
925,Palicourea dichroa (Standl.) Borhidi,Palicourea,dichroa (Standl.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea dichroa,Palicourea dichroa,77161810-1,77161810-1,Species,Manual
926,Palicourea didymocarpos (A. Rich. ex DC.) Griseb,Palicourea,didymocarpos (A. Rich. ex DC.) Griseb,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea didymocarpos,Palicourea didymocarpos,759077-1,759077-1,Species,Manual
927,Palicourea domingensis (Jacq.) DC.,Palicourea,domingensis (Jacq.) DC.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea domingensis,Palicourea domingensis,759083-1,759083-1,Species,Manual
928,Palicourea elata (Sw.) Borhidi,Palicourea,elata (Sw.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea elata,Palicourea elata,77115600-1,77115600-1,Species,Manual
929,Palicourea fastigiata Kunth,Palicourea,fastigiata Kunth,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea fastigiata,Palicourea fastigiata,212772-2,212772-2,Species,Manual
930,Palicourea garciae Standl.,Palicourea,garciae Standl.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea garciae,Palicourea garciae,181002-2,181002-2,Species,Manual
931,Palicourea glomerulata (Donn. Sm.) Borhidi,Palicourea,glomerulata (Donn. Sm.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea glomerulata,Palicourea glomerulata,77115607-1,77115607-1,Species,Manual
932,Palicourea gracilenta (Müll. Arg.) Delprete & J. H. Kirkbr.,Palicourea,gracilenta (Müll. Arg.) Delprete & J. H. Kirkbr.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea gracilenta,Palicourea gracilenta,77161069-1,77161069-1,Species,Manual
933,Palicourea hoffmannseggiana (Willd. ex Schult.) Borhidi,Palicourea,hoffmannseggiana (Willd. ex Schult.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea hoffmannseggiana,Palicourea hoffmannseggiana,77115613-1,77115613-1,Species,Manual
934,Palicourea humboldtiana (Cham.) Delprete & J.H.Kirkbr.,Palicourea,humboldtiana (Cham.) Delprete & J.H.Kirkbr.,,,,1.0,209,,,,,Rubiaceae,Palicourea humboldtiana,Palicourea humboldtiana,77161073-1,77161073-1,Species,Manual
935,Palicourea jungiana C. M. Taylor,Palicourea,jungiana C. M. Taylor,1.0,1.0,163,,,,,,,Rubiaceae,Palicourea jungiana,Palicourea jungiana,77153570-1,77153570-1,Species,Manual
936,Palicourea lasiorrhachis Oerst.,Palicourea,lasiorrhachis Oerst.,1.0,0.0,68,,,,,,,Rubiaceae,Palicourea lasiorrhachis,Palicourea lasiorrhachis,759171-1,759171-1,Species,Manual
937,Palicourea luteonivea C.M. Taylor,Palicourea,luteonivea C.M. Taylor,,,,1.0,209,,,,,Rubiaceae,Palicourea luteonivea,Palicourea luteonivea,313574-2,313574-2,Species,Manual
938,Palicourea luxurians (Rusby) Borhidi,Palicourea,luxurians (Rusby) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea luxurians,Palicourea luxurians,77161819-1,77161819-1,Species,Manual
939,Palicourea mamillaris (Müll. Arg.) C M. Taylor,Palicourea,mamillaris (Müll. Arg.) C M. Taylor,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea mamillaris,Palicourea mamillaris,77160487-1,77160487-1,Species,Manual
940,Palicourea marcgravii A. St.-Hil.,Palicourea,marcgravii A. St.-Hil.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea marcgravii,Palicourea marcgravii,759213-1,759213-1,Species,Manual
941,Palicourea minutiflora (Müll. Arg.) C. M. Taylor,Palicourea,minutiflora (Müll. Arg.) C. M. Taylor,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea minutiflora,Palicourea minutiflora,77160489-1,77160489-1,Species,Manual
942,Palicourea muscosa (Jaqc.) Delprete & J. H. Kirbr.,Palicourea,muscosa (Jaqc.) Delprete & J. H. Kirbr.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea muscosa,Palicourea muscosa,77161081-1,77161081-1,Species,Manual
943,Palicourea ochnoides Dwyer,Palicourea,ochnoides Dwyer,1.0,1.0,68,,,,,,,Rubiaceae,Palicourea ochnoides,Palicourea ochnoides,181134-2,181134-2,Species,Manual
944,Palicourea ovalis Standl.,Palicourea,ovalis Standl.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea ovalis,Palicourea ovalis,181140-2,181140-2,Species,Manual
945,Palicourea padifolia (Willd. ex Schult.) C. M. Taylor & Lorence,Palicourea,padifolia (Willd. ex Schult.) C. M. Taylor & Lorence,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea padifolia,Palicourea padifolia,281971-2,281971-2,Species,Manual
946,Palicourea pleiocephala (Müll. Arg.) C. M. Taylor,Palicourea,pleiocephala (Müll. Arg.) C. M. Taylor,1.0,1.0,163,,,,,,,Rubiaceae,Palicourea pleiocephala,Palicourea pleiocephala,77153572-1,77153572-1,Species,Manual
947,Palicourea prunifolia (Kunth) Borhidi,Palicourea,prunifolia (Kunth) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea prunifolia,Palicourea prunifolia,77161909-1,77161909-1,Species,Manual
948,Palicourea rigida Kunth,Palicourea,rigida Kunth,1.0,1.0,72,1.0,209,,,,,Rubiaceae,Palicourea rigida,Palicourea rigida,759300-1,759300-1,Species,Manual
949,Palicourea rigidifolia (Dwyer & M. V. Hayden) Dwyer,Palicourea,rigidifolia (Dwyer & M. V. Hayden) Dwyer,1.0,0.0,68,,,,,,,Rubiaceae,Palicourea rigidifolia,Palicourea rigidifolia,759301-1,759301-1,Species,Manual
950,Palicourea semirasa Standl.,Palicourea,semirasa Standl.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea semirasa,Palicourea semirasa,181212-2,181212-2,Species,Manual
951,Palicourea sessilis (Vell.) C. M. Taylor,Palicourea,sessilis (Vell.) C. M. Taylor,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea sessilis,Palicourea sessilis,77153573-1,77153573-1,Species,Manual
952,Palicourea subalatoides C.M. Taylor,Palicourea,subalatoides C.M. Taylor,,,,1.0,209,,,,,Rubiaceae,Palicourea subalatoides,Palicourea subalatoides,313576-2,313576-2,Species,Manual
953,Palicourea suerrensis (Donn. Sm.) Borhidi,Palicourea,suerrensis (Donn. Sm.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea suerrensis,Palicourea suerrensis,77161833-1,77161833-1,Species,Manual
954,Palicourea tomentosa (Aubl.) Borhidi,Palicourea,tomentosa (Aubl.) Borhidi,1.0,1.0,7,,,1.0,31,0.0,31,Rubiaceae,Palicourea tomentosa,Palicourea tomentosa,77115635-1,77115635-1,Species,Manual
955,Palicourea trichophora (Müll.Arg.) Delprete & J.H.Kirkbr.,Palicourea,trichophora (Müll.Arg.) Delprete & J.H.Kirkbr.,1.0,0.0,266,,,,,,,Rubiaceae,Palicourea trichophora,Palicourea trichophora,77161101-1,77161101-1,Species,Manual
956,Palicourea triphylla DC.,Palicourea,triphylla DC.,1.0,1.0,7,,,,,,,Rubiaceae,Palicourea triphylla,Palicourea triphylla,759353-1,759353-1,Species,Manual
957,Palicourea tsakiana (C. M. Taylor) C. M. Taylor,Palicourea,tsakiana (C. M. Taylor) C. M. Taylor,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea tsakiana,Palicourea tsakiana,77160497-1,77160497-1,Species,Manual
958,Palicourea tumidonodosa Dwyer,Palicourea,tumidonodosa Dwyer,1.0,0.0,68,,,,,,,Rubiaceae,Palicourea tumidonodosa,Palicourea tumidonodosa,181248-2,181248-2,Species,Manual
959,Palicourea winkleri Borhidi,Palicourea,winkleri Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea winkleri,Palicourea winkleri,77150875-1,77150875-1,Species,Manual
960,Palicourea woronovii (Standl.) Bruniera & C. M. Taylor,Palicourea,woronovii (Standl.) Bruniera & C. M. Taylor,,,,1.0,159,,,,,Rubiaceae,Palicourea woronovii,Palicourea woronovii,77149703-1,77149703-1,Species,Manual
961,Pauridiantha callicarpoides (Hiern) Bremek.,Pauridiantha,callicarpoides (Hiern) Bremek.,1.0,1.0,240,,,,,,,Rubiaceae,Pauridiantha callicarpoides,Pauridiantha callicarpoides,759441-1,759441-1,Species,Manual
962,Pauridiantha paucinervis (Hiern) Bremek,Pauridiantha,paucinervis (Hiern) Bremek,1.0,1.0,241,,,,,,,Rubiaceae,Pauridiantha paucinervis,Pauridiantha paucinervis,759461-1,759461-1,Species,Manual
963,Pavetta corymbosa (Dc.) F. N. Williams,Pavetta,corymbosa (Dc.) F. N. Williams,1.0,1.0,153,1.0,23/202,,,1.0,23,Rubiaceae,Pavetta corymbosa,Pavetta corymbosa,759636-1,759636-1,Species,Manual
964,Pavetta crassipes K. Schum.,Pavetta,crassipes K. Schum.,1.0,1.0,59/61,1.0,59/62,,,1.0,59/61,Rubiaceae,Pavetta crassipes,Pavetta crassipes,759639-1,759639-1,Species,Manual
965,Pavetta harborii S.Moore,Pavetta,harborii S.Moore,1.0,1.0,242,,,,,,,Rubiaceae,Pavetta harborii,Pavetta harborii,759729-1,759729-1,Species,Manual
966,Pavetta lanceolata Eckl.,Pavetta,lanceolata Eckl.,1.0,1.0,243,,,,,,,Rubiaceae,Pavetta lanceolata,Pavetta lanceolata,759794-1,759794-1,Species,Manual
967,Pavetta lynesii Bridson,Pavetta,lynesii Bridson,,,,1.0,205,,,,,Rubiaceae,Pavetta lynesii,Pavetta lynesii,931727-1,931727-1,Species,Manual
968,Pavetta schumanniana F. Hoffm. ex K. Schum.,Pavetta,schumanniana F. Hoffm. ex K. Schum.,1.0,1.0,242,1.0,64,,,,,Rubiaceae,Pavetta schumanniana,Pavetta schumanniana,760027-1,760027-1,Species,Manual
969,Pavetta tomentosa Roxb. ex Sm.,Pavetta,tomentosa Roxb. ex Sm.,1.0,1.0,171,,,,,,,Rubiaceae,Pavetta tomentosa,Pavetta tomentosa,760100-1,760100-1,Species,Manual
970,Pentagonia gymnopoda (Standl.) Standl.,Pentagonia,gymnopoda (Standl.) Standl.,1.0,1.0,68,,,,,0.0,158,Rubiaceae,Pentagonia gymnopoda,Pentagonia gymnopoda,188109-2,188109-2,Species,Manual
971,Pentagonia macrophylla Benth.,Pentagonia,macrophylla Benth.,1.0,1.0,68,,,,,0.0,158,Rubiaceae,Pentagonia macrophylla,Pentagonia macrophylla,760184-1,760184-1,Species,Manual
972,Pentagonia nuciformis Dwyer,Pentagonia,nuciformis Dwyer,1.0,0.0,68,,,,,0.0,158,Rubiaceae,Pentagonia nuciformis,Pentagonia nuciformis,188114-2,188114-2,Species,Manual
973,Pentagonia pinnatifida Seem.,Pentagonia,pinnatifida Seem.,1.0,1.0,68,,,,,,,Rubiaceae,Pentagonia pinnatifida,Pentagonia pinnatifida,760190-1,760190-1,Species,Manual
974,Pentagonia wendlandii Hook. f.,Pentagonia,wendlandii Hook. f.,1.0,1.0,68,,,,,,,Rubiaceae,Pentagonia wendlandii,Pentagonia wendlandii,760201-1,760201-1,Species,Manual
975,Pentanisia ouranogyne S. Moore,Pentanisia,ouranogyne S. Moore,,,,1.0,6,,,,,Rubiaceae,Pentanisia ouranogyne,Pentanisia ouranogyne,760224-1,760224-1,Species,Manual
976,Pentas lanceolata (Forssk.) Deflers,Pentas,lanceolata (Forssk.) Deflers,1.0,1.0,146,1.0,66,,,0.0,66,Rubiaceae,Pentas lanceolata,Pentas lanceolata,760275-1,760275-1,Species,Manual
977,Pentas micrantha Baker,Pentas,micrantha Baker,,,,,,,,1.0,142,Rubiaceae,Pentas micrantha,Pentas micrantha,760284-1,760284-1,Species,Manual
978,Pentas zanzibarica (Klotzsch) Bvatke,Pentas,zanzibarica (Klotzsch) Bvatke,,,,1.0,199,,,,,Rubiaceae,Pentas zanzibarica,Pentas zanzibarica,760323-1,760323-1,Species,Manual
979,Pittoniotis trichantha Griseb.,Pittoniotis,trichantha Griseb.,,,,,,,,0.0,158,Rubiaceae,Pittoniotis trichantha,Pittoniotis trichantha,760476-1,760476-1,Species,Manual
980,Plocama calabrica (L. f.) M Backlund & Thulin,Plocama,calabrica (L. f.) M Backlund & Thulin,,,,,,,,1.0,13,Rubiaceae,Plocama calabrica,Plocama calabrica,77080086-1,77080086-1,Species,Manual
981,Pogonopus speciosus (Jacq.) K. Schum.,Pogonopus,speciosus (Jacq.) K. Schum.,1.0,1.0,68/102,1.0,209,,,1.0,265/KN,Rubiaceae,Pogonopus speciosus,Pogonopus speciosus,204802-2,204802-2,Species,Manual
982,Pogonopus tubulosus (A. Rich. ex DC.) K. Schum.,Pogonopus,tubulosus (A. Rich. ex DC.) K. Schum.,1.0,1.0,102,1.0,209,,,1.0,265,Rubiaceae,Pogonopus tubulosus,Pogonopus tubulosus,204805-2,204805-2,Species,Manual
983,Posoqueria grandiflora Standl.,Posoqueria,grandiflora Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Posoqueria grandiflora,Posoqueria grandiflora,208720-2,208720-2,Species,Manual
984,Posoqueria latifolia (Rudge) Schult.,Posoqueria,latifolia (Rudge) Schult.,1.0,1.0,68,,,,,0.0,158,Rubiaceae,Posoqueria latifolia,Posoqueria latifolia,1079607-2,1079607-2,Species,Manual
985,Prismatomeris fragrans E. T. Geddes,Prismatomeris,fragrans E. T. Geddes,,,,,,,,0.0,156,Rubiaceae,Prismatomeris fragrans,Prismatomeris fragrans,761131-1,761131-1,Species,Manual
986,Prismatomeris sessiliflora Pierre ex Pit.,Prismatomeris,sessiliflora Pierre ex Pit.,,,,,,,,0.0,154,Rubiaceae,Prismatomeris sessiliflora,Prismatomeris sessiliflora,761150-1,761150-1,Species,Manual
987,Prismatomeris tetrandra subsp. malayana (Ridl.) J. T. Johanss.,Prismatomeris,tetrandra subsp. malayana (Ridl.) J. T. Johanss.,,,,,,,,0.0,155,Rubiaceae,Prismatomeris tetrandra subsp. malayana,Prismatomeris tetrandra,761152-1,953920-1,Subspecies,Manual
988,Psychotria alba Ruiz & Pav.,Psychotria,alba Ruiz & Pav.,1.0,1.0,163,,,,,,,Rubiaceae,Psychotria alba,Psychotria alba,212398-2,212398-2,Species,Manual
989,Psychotria bahiensis DC.,Psychotria,bahiensis DC.,1.0,1.0,KN,,,,,,,Rubiaceae,Psychotria bahiensis,Psychotria bahiensis,761435-1,761435-1,Species,Manual
990,Psychotria brachyceras Müll. Arg.,Psychotria,brachyceras Müll. Arg.,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria brachyceras,Psychotria brachyceras,761527-1,761527-1,Species,Manual
991,Psychotria brachypoda (Müll. Arg.) Britton,Psychotria,brachypoda (Müll. Arg.) Britton,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria brachypoda,Psychotria brachypoda,212532-2,212532-2,Species,Manual
992,Psychotria bullata,Psychotria,bullata,,,,,,1.0,65,,,Rubiaceae,Psychotria bullata,Psychotria bullata,761577-1,761577-1,Species,Manual
993,Psychotria calocarpa Kurz,Psychotria,calocarpa Kurz,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria calocarpa,Psychotria calocarpa,761603-1,761603-1,Species,Manual
994,Psychotria chagrensis Standl.,Psychotria,chagrensis Standl.,,,,,,,,0.0,158,Rubiaceae,Psychotria chagrensis,Psychotria chagrensis,212606-2,212606-2,Species,Manual
995,Psychotria henryi H. Lév,Psychotria,henryi H. Lév,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria henryi,Psychotria henryi,762210-1,762210-1,Species,Manual
996,Psychotria laciniata Vell.,Psychotria,laciniata Vell.,1.0,1.0,163,1.0,209,,,,,Rubiaceae,Psychotria laciniata,Psychotria laciniata,762388-1,762388-1,Species,Manual
997,Psychotria leiocarpa Cham. & Schltdl.,Psychotria,leiocarpa Cham. & Schltdl.,1.0,1.0,163,,,,,,,Rubiaceae,Psychotria leiocarpa,Psychotria leiocarpa,212975-2,212975-2,Species,Manual
998,Psychotria malayana Jack,Psychotria,malayana Jack,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria malayana,Psychotria malayana,762593-1,762593-1,Species,Manual
999,Psychotria marginata Sw.,Psychotria,marginata Sw.,,,,,,,,0.0,158,Rubiaceae,Psychotria marginata,Psychotria marginata,213065-2,213065-2,Species,Manual
1000,Psychotria milnei (A. Gray) K. Schum,Psychotria,milnei (A. Gray) K. Schum,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria milnei,Psychotria milnei,762683-1,762683-1,Species,Manual
1001,Psychotria nuda (Cham. & Schltld.) Wawra,Psychotria,nuda (Cham. & Schltld.) Wawra,1.0,1.0,102,,,,,,,Rubiaceae,Psychotria nuda,Psychotria nuda,762814-1,762814-1,Species,Manual
1002,Psychotria orosiana Standl.,Psychotria,orosiana Standl.,,,,,,,,0.0,158,Rubiaceae,Psychotria orosiana,Psychotria orosiana,213181-2,213181-2,Species,Manual
1003,Psychotria pilifera Hutch.,Psychotria,pilifera Hutch.,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria pilifera,Psychotria pilifera,763024-1,763024-1,Species,Manual
1004,Psychotria sarmentosoides Valeton,Psychotria,sarmentosoides Valeton,1.0,1.0,163,,,,,,,Rubiaceae,Psychotria sarmentosoides,Psychotria sarmentosoides,763316-1,763316-1,Species,Manual
1005,Psychotria stachyoides Benth.,Psychotria,stachyoides Benth.,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria stachyoides,Psychotria stachyoides,213454-2,213454-2,Species,Manual
1006,Psychotria suterella Müll. Arg.,Psychotria,suterella Müll. Arg.,1.0,1.0,102,,,,,,,Rubiaceae,Psychotria suterella,Psychotria suterella,213495-2,213495-2,Species,Manual
1007,Psychotria viridis Ruiz & Pav.,Psychotria,viridis Ruiz & Pav.,1.0,1.0,72,1.0,209,,,,,Rubiaceae,Psychotria viridis,Psychotria viridis,763751-1,763751-1,Species,Manual
1008,Psydrax acutiflorus (Hiern) Bridson,Psydrax,acutiflorus (Hiern) Bridson,1.0,1.0,22,1.0,25,,,1.0,22,Rubiaceae,Psydrax acutiflorus,Psydrax acutiflorus,915400-1,915400-1,Species,Manual
1009,Psydrax arnoldianus (De Wild. & T. Durand) Bridson,Psydrax,arnoldianus (De Wild. & T. Durand) Bridson,1.0,1.0,26,,,,,,,Rubiaceae,Psydrax arnoldianus,Psydrax arnoldianus,915401-1,915401-1,Species,Manual
1010,Psydrax dicoccos Gaertn.,Psydrax,dicoccos Gaertn.,1.0,1.0,27,,,,,,,Rubiaceae,Psydrax dicoccos,Psydrax dicoccos,763837-1,763837-1,Species,Manual
1011,Psydrax palma (K. Schum.) Bridson,Psydrax,palma (K. Schum.) Bridson,,,,,,,,0.0,30,Rubiaceae,Psydrax palma,Psydrax palma,915417-1,915417-1,Species,Manual
1012,Psydrax subcordatus (DC.) Bridson,Psydrax,subcordatus (DC.) Bridson,,,,1.0,24,1.0,24,,,Rubiaceae,Psydrax subcordatus,Psydrax subcordatus,915422-1,915422-1,Species,Manual
1013,Pyrostria major (A. Rich. ex DC.) Kainul. & Razafim.,Pyrostria,major (A. Rich. ex DC.) Kainul. & Razafim.,,,,,,,,0.0,29,Rubiaceae,Pyrostria major,Pyrostria major,763914-1,763914-1,Species,Manual
1014,Pyrostria phyllanthoidea (Baill.) Bridson,Pyrostria,phyllanthoidea (Baill.) Bridson,,,,1.0,121,,,,,Rubiaceae,Pyrostria phyllanthoidea,Pyrostria phyllanthoidea,944182-1,944182-1,Species,Manual
1015,Randia aculeata L.,Randia,aculeata L.,1.0,1.0,68,,,,,,,Rubiaceae,Randia aculeata,Randia aculeata,763958-1,763958-1,Species,Manual
1016,Randia aculeata var. aculeata,Randia,aculeata var. aculeata,1.0,1.0,68,,,,,,,Rubiaceae,Randia aculeata var. aculeata,Randia aculeata,763958-1,77170970-1,Variety,Manual
1017,Randia altiscandens (Ducke) C. M. Taylor,Randia,altiscandens (Ducke) C. M. Taylor,1.0,1.0,68,,,,,,,Rubiaceae,Randia altiscandens,Randia altiscandens,975261-1,975261-1,Species,Manual
1018,Randia armata (Sw.) DC.,Randia,armata (Sw.) DC.,1.0,1.0,68,1.0,209,,,0.0,158,Rubiaceae,Randia armata,Randia armata,1115268-2,1115268-2,Species,Manual
1019,Randia lasiantha (Standl.) Standl.,Randia,lasiantha (Standl.) Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Randia lasiantha,Randia lasiantha,217030-2,217030-2,Species,Manual
1020,Randia mira Dwyer,Randia,mira Dwyer,1.0,0.0,68,,,,,,,Rubiaceae,Randia mira,Randia mira,217041-2,217041-2,Species,Manual
1021,Raritebe palicoureoides subsp. dwyerianum J. H. Kirkbr.,Raritebe,palicoureoides subsp. dwyerianum J. H. Kirkbr.,1.0,1.0,68,,,,,,,Rubiaceae,Raritebe palicoureoides subsp. dwyerianum,Raritebe palicoureoides,217852-2,217854-2,Subspecies,Manual
