,Name,Genus,Species,Tested_for_Alkaloids,Alkaloids,Ref_Alks,Antimalarial_Use,Ref_H_Mal,History_Fever,Ref_H_Fever,Activity_Antimalarial,Ref_Activity,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
306,Neonauclea hagenii (Lauterb. & K. Schum.) Merr.,Neonauclea,hagenii (Lauterb. & K. Schum.) Merr.,Yes,Yes,39,,,,,,,Rubiaceae,Neonauclea hagenii,Neonauclea hagenii,757405-1,757405-1,Species
307,Neonauclea lanceolata (Blume) Merr.,Neonauclea,lanceolata (Blume) Merr.,Yes,Yes,39,,,,,,,Rubiaceae,Neonauclea lanceolata,Neonauclea lanceolata,757410-1,757410-1,Species
308,Neonauclea lanceolata subsp. gracilis (Vidal) Ridsdale,Neonauclea,lanceolata subsp. gracilis (Vidal) Ridsdale,Yes,Yes,39,,,,,,,Rubiaceae,Neonauclea lanceolata subsp. gracilis,Neonauclea lanceolata,757410-1,955339-1,Subspecies
309,Neonauclea longipedunculata Merr.,Neonauclea,longipedunculata Merr.,Yes,Yes,39,,,,,,,Rubiaceae,Neonauclea longipedunculata,Neonauclea longipedunculata,757411-1,757411-1,Species
310,Neonauclea media (Havil.) Merr.,Neonauclea,media (Havil.) Merr.,Yes,Yes,39,,,,,,,Rubiaceae,Neonauclea media,Neonauclea media,757414-1,757414-1,Species
311,Neonauclea obversifolia (Valeton) Merr. & L. M. Perry,Neonauclea,obversifolia (Valeton) Merr. & L. M. Perry,Yes,Yes,39,,,,,,,Rubiaceae,Neonauclea obversifolia,Neonauclea obversifolia,757425-1,757425-1,Species
312,Neonauclea purpurea (Roxb.) Merr.,Neonauclea,purpurea (Roxb.) Merr.,Yes,Yes,102,,,,,,,Rubiaceae,Neonauclea purpurea,Neonauclea purpurea,60459147-2,60459147-2,Species
313,Neonauclea reticulata (Havil.) Merr.,Neonauclea,reticulata (Havil.) Merr.,Yes,Yes,39,,,,,,,Rubiaceae,Neonauclea reticulata,Neonauclea reticulata,757436-1,757436-1,Species
314,Neonauclea sessilifolia (Roxb.) Merr.,Neonauclea,sessilifolia (Roxb.) Merr.,Yes,Yes,"39, 234",,,,,,,Rubiaceae,Neonauclea sessilifolia,Neonauclea sessilifolia,757439-1,757439-1,Species
315,Neurocalyx calycinus (R.Br. ex Benn.) B.L.Rob.,Neurocalyx,calycinus (R.Br. ex Benn.) B.L.Rob.,Yes,Yes,235,,,,,,,Rubiaceae,Neurocalyx calycinus,Neurocalyx calycinus,757504-1,757504-1,Species
316,Notopleura camponutans (Dwyer & M. V. Hayden) C. M. Taylor,Notopleura,camponutans (Dwyer & M. V. Hayden) C. M. Taylor,Yes,Yes,161,,,,,Inactive,161,Rubiaceae,Notopleura camponutans,Notopleura camponutans,1096070-2,1096070-2,Species
317,Ochreinauclea maingayi (Hook. f.) Ridsdale,Ochreinauclea,maingayi (Hook. f.) Ridsdale,Yes,Yes,"39, 236",,,,,,,Rubiaceae,Ochreinauclea maingayi,Ochreinauclea maingayi,757659-1,757659-1,Species
318,Oldenlandia affinis (Roem. & Schult.) DC.,Oldenlandia,affinis (Roem. & Schult.) DC.,Yes,Yes,237,,,,,Active,192,Rubiaceae,Oldenlandia affinis,Oldenlandia affinis,757678-1,757678-1,Species
319,Oldenlandia corymbosa L.,Oldenlandia,corymbosa L.,Yes,No,68,,,,,Inactive,98,Rubiaceae,Oldenlandia corymbosa,Oldenlandia corymbosa,757791-1,757791-1,Species
320,Oldenlandia lancifolia (Schumach.) DC.,Oldenlandia,lancifolia (Schumach.) DC.,Yes,Yes,68,,,,,,,Rubiaceae,Oldenlandia lancifolia,Oldenlandia lancifolia,757942-1,757942-1,Species
321,Ophiorrhiza blumeana Korth.,Ophiorrhiza,blumeana Korth.,Yes,Yes,53/126,,,,,,,Rubiaceae,Ophiorrhiza blumeana,Ophiorrhiza blumeana,758379-1,758379-1,Species
322,Ophiorrhiza bracteata Korth.,Ophiorrhiza,bracteata Korth.,Yes,Yes,126,,,,,,,Rubiaceae,Ophiorrhiza bracteata,Ophiorrhiza bracteata,758383-1,758383-1,Species
323,Ophiorrhiza communis Ridl.,Ophiorrhiza,communis Ridl.,Yes,Yes,102,,,,,,,Rubiaceae,Ophiorrhiza communis,Ophiorrhiza communis,758401-1,758401-1,Species
324,Ophiorrhiza discolor R. Br. ex G. Don.,Ophiorrhiza,discolor R. Br. ex G. Don.,Yes,Yes,126,,,,,,,Rubiaceae,Ophiorrhiza discolor,Ophiorrhiza discolor,758420-1,758420-1,Species
325,Ophiorrhiza filistipula Miq.,Ophiorrhiza,filistipula Miq.,Yes,Yes,126,,,,,,,Rubiaceae,Ophiorrhiza filistipula,Ophiorrhiza filistipula,758438-1,758438-1,Species
326,Ophiorrhiza japonica Blume,Ophiorrhiza,japonica Blume,Yes,Yes,102,,,,,,,Rubiaceae,Ophiorrhiza japonica,Ophiorrhiza japonica,758479-1,758479-1,Species
327,Ophiorrhiza kunstleri King,Ophiorrhiza,kunstleri King,Yes,Yes,102,,,,,,,Rubiaceae,Ophiorrhiza kunstleri,Ophiorrhiza kunstleri,758486-1,758486-1,Species
328,Ophiorrhiza kuroiwae Makino,Ophiorrhiza,kuroiwae Makino,Yes,Yes,102,,,,,,,Rubiaceae,Ophiorrhiza kuroiwae,Ophiorrhiza kuroiwae,50884217-1,50884217-1,Species
329,Ophiorrhiza marginata Blume,Ophiorrhiza,marginata Blume,Yes,Yes,126,,,,,,,Rubiaceae,Ophiorrhiza marginata,Ophiorrhiza marginata,758518-1,758518-1,Species
330,Ophiorrhiza mungos L.,Ophiorrhiza,mungos L.,Yes,Yes,KN,,,,,,,Rubiaceae,Ophiorrhiza mungos,Ophiorrhiza mungos,758527-1,758527-1,Species
331,Ophiorrhiza pumila Champ. ex Benth.,Ophiorrhiza,pumila Champ. ex Benth.,Yes,Yes,"KN, 102",,,,,,,Rubiaceae,Ophiorrhiza pumila,Ophiorrhiza pumila,758576-1,758576-1,Species
332,Ophiorrhiza remotiflora Ridl.,Ophiorrhiza,remotiflora Ridl.,Yes,Yes,126,,,,,,,Rubiaceae,Ophiorrhiza remotiflora,Ophiorrhiza remotiflora,758581-1,758581-1,Species
333,Ophiorrhiza rosacea Ridl.,Ophiorrhiza,rosacea Ridl.,Yes,Yes,102,,,,,,,Rubiaceae,Ophiorrhiza rosacea,Ophiorrhiza rosacea,758590-1,758590-1,Species
334,Ophiorrhiza rugosa Wall.,Ophiorrhiza,rugosa Wall.,Yes,Yes,KN,,,,,,,Rubiaceae,Ophiorrhiza rugosa,Ophiorrhiza rugosa,758602-1,758602-1,Species
335,Ophiorrhiza teysmannii Miq.,Ophiorrhiza,teysmannii Miq.,Yes,Yes,126,,,,,,,Rubiaceae,Ophiorrhiza teysmannii,Ophiorrhiza teysmannii,758642-1,758642-1,Species
336,Ophiorrhiza tomentosa Jack ex Roxb.,Ophiorrhiza,tomentosa Jack ex Roxb.,Yes,Yes,102,,,,,,,Rubiaceae,Ophiorrhiza tomentosa,Ophiorrhiza tomentosa,758646-1,758646-1,Species
337,Otiophora pauciflora Baker,Otiophora,pauciflora Baker,,,,,,,,,,Rubiaceae,Otiophora pauciflora,Otiophora pauciflora,758708-1,758708-1,Species
338,Oxyanthus pallidus Hiern,Oxyanthus,pallidus Hiern,,,,,,,,,,Rubiaceae,Oxyanthus pallidus,Oxyanthus pallidus,758800-1,758800-1,Species
339,Oxyanthus speciosus DC.,Oxyanthus,speciosus DC.,Yes,Yes,238,Yes,205,,,Inactive,205,Rubiaceae,Oxyanthus speciosus,Oxyanthus speciosus,758814-1,758814-1,Species
340,Paederia foetida L.,Paederia,foetida L.,Yes,Yes,239,,,,,,,Rubiaceae,Paederia foetida,Paederia foetida,758897-1,758897-1,Species
341,Pagamea guianensis Aubl.,Pagamea,guianensis Aubl.,,,,,,,,Inactive,104,Rubiaceae,Pagamea guianensis,Pagamea guianensis,546863-1,546863-1,Species
342,Palicourea acuminata (Benth.) Borhidi,Palicourea,acuminata (Benth.) Borhidi,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea acuminata,Palicourea acuminata,77115588-1,77115588-1,Species
343,Palicourea adusta Standl.,Palicourea,adusta Standl.,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea adusta,Palicourea adusta,180889-2,180889-2,Species
344,Palicourea alba (Aubl.) Delprete & J.H.Kirkbr,Palicourea,alba (Aubl.) Delprete & J.H.Kirkbr,,,,Yes,209,,,,,Rubiaceae,Palicourea alba,Palicourea alba,60473597-2,60473597-2,Species
345,Palicourea alpina (Sw.) DC.,Palicourea,alpina (Sw.) DC.,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea alpina,Palicourea alpina,758987-1,758987-1,Species
346,Palicourea apoda (Steyerm.) Delprete & J. H. Kirkbr.,Palicourea,apoda (Steyerm.) Delprete & J. H. Kirkbr.,Yes,Yes,160,,,,,Active,160,Rubiaceae,Palicourea apoda,Palicourea apoda,60473600-2,60473600-2,Species
347,Palicourea axillaris (Sw.) Borhidi,Palicourea,axillaris (Sw.) Borhidi,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea axillaris,Palicourea axillaris,77115589-1,77115589-1,Species
348,Palicourea bella (Standl.) Dwyer,Palicourea,bella (Standl.) Dwyer,Yes,Yes,68,,,,,,,Rubiaceae,Palicourea bella,Palicourea bella,180914-2,180914-2,Species
349,Palicourea caerulea (Ruiz & Pav.) Schult.,Palicourea,caerulea (Ruiz & Pav.) Schult.,,,,Yes,209,,,,,Rubiaceae,Palicourea caerulea,Palicourea caerulea,759049-1,759049-1,Species
350,Palicourea chiriquiensis (Standl.) Borhidi,Palicourea,chiriquiensis (Standl.) Borhidi,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea chiriquiensis,Palicourea chiriquiensis,77161804-1,77161804-1,Species
351,Palicourea colorata (Hoffmanns. ex Willd.) Delprete & J. H. Kirkbr,Palicourea,colorata (Hoffmanns. ex Willd.) Delprete & J. H. Kirkbr,Yes,Yes,72,,,,,Active,160,Rubiaceae,Palicourea colorata,Palicourea colorata,77161054-1,77161054-1,Species
352,Palicourea coriacea (Cham.) K. Schum.,Palicourea,coriacea (Cham.) K. Schum.,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea coriacea,Palicourea coriacea,180957-2,180957-2,Species
353,Palicourea correae (Dwyer & M. V. Hayden) Borhidi,Palicourea,correae (Dwyer & M. V. Hayden) Borhidi,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea correae,Palicourea correae,77161806-1,77161806-1,Species
354,Palicourea crocea (Sw.) Schult.,Palicourea,crocea (Sw.) Schult.,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea crocea,Palicourea crocea,759061-1,759061-1,Species
355,Palicourea croceoides Ham.,Palicourea,croceoides Ham.,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea croceoides,Palicourea croceoides,759062-1,759062-1,Species
356,Palicourea cyanococca (Seem. ex Dombrain) Borhidi,Palicourea,cyanococca (Seem. ex Dombrain) Borhidi,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea cyanococca,Palicourea cyanococca,77161808-1,77161808-1,Species
357,Palicourea deflexa (DC.) Borhidi,Palicourea,deflexa (DC.) Borhidi,Yes,Yes,72,,,,,Inactive,158,Rubiaceae,Palicourea deflexa,Palicourea deflexa,77115599-1,77115599-1,Species
358,Palicourea dichroa (Standl.) Borhidi,Palicourea,dichroa (Standl.) Borhidi,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea dichroa,Palicourea dichroa,77161810-1,77161810-1,Species
359,Palicourea didymocarpos (A. Rich. ex DC.) Griseb,Palicourea,didymocarpos (A. Rich. ex DC.) Griseb,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea didymocarpos,Palicourea didymocarpos,759077-1,759077-1,Species
360,Palicourea domingensis (Jacq.) DC.,Palicourea,domingensis (Jacq.) DC.,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea domingensis,Palicourea domingensis,759083-1,759083-1,Species
361,Palicourea elata (Sw.) Borhidi,Palicourea,elata (Sw.) Borhidi,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea elata,Palicourea elata,77115600-1,77115600-1,Species
362,Palicourea fastigiata Kunth,Palicourea,fastigiata Kunth,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea fastigiata,Palicourea fastigiata,212772-2,212772-2,Species
363,Palicourea garciae Standl.,Palicourea,garciae Standl.,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea garciae,Palicourea garciae,181002-2,181002-2,Species
364,Palicourea glomerulata (Donn. Sm.) Borhidi,Palicourea,glomerulata (Donn. Sm.) Borhidi,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea glomerulata,Palicourea glomerulata,77115607-1,77115607-1,Species
365,Palicourea gracilenta (Müll. Arg.) Delprete & J. H. Kirkbr.,Palicourea,gracilenta (Müll. Arg.) Delprete & J. H. Kirkbr.,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea gracilenta,Palicourea gracilenta,77161069-1,77161069-1,Species
366,Palicourea hoffmannseggiana (Willd. ex Schult.) Borhidi,Palicourea,hoffmannseggiana (Willd. ex Schult.) Borhidi,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea hoffmannseggiana,Palicourea hoffmannseggiana,77115613-1,77115613-1,Species
367,Palicourea humboldtiana (Cham.) Delprete & J.H.Kirkbr.,Palicourea,humboldtiana (Cham.) Delprete & J.H.Kirkbr.,,,,Yes,209,,,,,Rubiaceae,Palicourea humboldtiana,Palicourea humboldtiana,77161073-1,77161073-1,Species
368,Palicourea jungiana C. M. Taylor,Palicourea,jungiana C. M. Taylor,Yes,Yes,163,,,,,,,Rubiaceae,Palicourea jungiana,Palicourea jungiana,77153570-1,77153570-1,Species
369,Palicourea lasiorrhachis Oerst.,Palicourea,lasiorrhachis Oerst.,Yes,No,68,,,,,,,Rubiaceae,Palicourea lasiorrhachis,Palicourea lasiorrhachis,759171-1,759171-1,Species
370,Palicourea luteonivea C.M. Taylor,Palicourea,luteonivea C.M. Taylor,,,,Yes,209,,,,,Rubiaceae,Palicourea luteonivea,Palicourea luteonivea,313574-2,313574-2,Species
371,Palicourea luxurians (Rusby) Borhidi,Palicourea,luxurians (Rusby) Borhidi,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea luxurians,Palicourea luxurians,77161819-1,77161819-1,Species
372,Palicourea mamillaris (Müll. Arg.) C M. Taylor,Palicourea,mamillaris (Müll. Arg.) C M. Taylor,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea mamillaris,Palicourea mamillaris,77160487-1,77160487-1,Species
373,Palicourea marcgravii A. St.-Hil.,Palicourea,marcgravii A. St.-Hil.,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea marcgravii,Palicourea marcgravii,759213-1,759213-1,Species
374,Palicourea minutiflora (Müll. Arg.) C. M. Taylor,Palicourea,minutiflora (Müll. Arg.) C. M. Taylor,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea minutiflora,Palicourea minutiflora,77160489-1,77160489-1,Species
375,Palicourea muscosa (Jaqc.) Delprete & J. H. Kirbr.,Palicourea,muscosa (Jaqc.) Delprete & J. H. Kirbr.,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea muscosa,Palicourea muscosa,77161081-1,77161081-1,Species
376,Palicourea ochnoides Dwyer,Palicourea,ochnoides Dwyer,Yes,Yes,68,,,,,,,Rubiaceae,Palicourea ochnoides,Palicourea ochnoides,181134-2,181134-2,Species
377,Palicourea ovalis Standl.,Palicourea,ovalis Standl.,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea ovalis,Palicourea ovalis,181140-2,181140-2,Species
378,Palicourea padifolia (Willd. ex Schult.) C. M. Taylor & Lorence,Palicourea,padifolia (Willd. ex Schult.) C. M. Taylor & Lorence,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea padifolia,Palicourea padifolia,281971-2,281971-2,Species
379,Palicourea pleiocephala (Müll. Arg.) C. M. Taylor,Palicourea,pleiocephala (Müll. Arg.) C. M. Taylor,Yes,Yes,163,,,,,,,Rubiaceae,Palicourea pleiocephala,Palicourea pleiocephala,77153572-1,77153572-1,Species
380,Palicourea prunifolia (Kunth) Borhidi,Palicourea,prunifolia (Kunth) Borhidi,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea prunifolia,Palicourea prunifolia,77161909-1,77161909-1,Species
381,Palicourea rigida Kunth,Palicourea,rigida Kunth,Yes,Yes,72,Yes,209,,,,,Rubiaceae,Palicourea rigida,Palicourea rigida,759300-1,759300-1,Species
382,Palicourea rigidifolia (Dwyer & M. V. Hayden) Dwyer,Palicourea,rigidifolia (Dwyer & M. V. Hayden) Dwyer,Yes,No,68,,,,,,,Rubiaceae,Palicourea rigidifolia,Palicourea rigidifolia,759301-1,759301-1,Species
383,Palicourea semirasa Standl.,Palicourea,semirasa Standl.,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea semirasa,Palicourea semirasa,181212-2,181212-2,Species
384,Palicourea sessilis (Vell.) C. M. Taylor,Palicourea,sessilis (Vell.) C. M. Taylor,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea sessilis,Palicourea sessilis,77153573-1,77153573-1,Species
385,Palicourea subalatoides C.M. Taylor,Palicourea,subalatoides C.M. Taylor,,,,Yes,209,,,,,Rubiaceae,Palicourea subalatoides,Palicourea subalatoides,313576-2,313576-2,Species
386,Palicourea suerrensis (Donn. Sm.) Borhidi,Palicourea,suerrensis (Donn. Sm.) Borhidi,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea suerrensis,Palicourea suerrensis,77161833-1,77161833-1,Species
387,Palicourea tomentosa (Aubl.) Borhidi,Palicourea,tomentosa (Aubl.) Borhidi,Yes,Yes,7,,,Yes,31,Inactive,31,Rubiaceae,Palicourea tomentosa,Palicourea tomentosa,77115635-1,77115635-1,Species
388,Palicourea trichophora (Müll.Arg.) Delprete & J.H.Kirkbr.,Palicourea,trichophora (Müll.Arg.) Delprete & J.H.Kirkbr.,Yes,No,266,,,,,,,Rubiaceae,Palicourea trichophora,Palicourea trichophora,77161101-1,77161101-1,Species
389,Palicourea triphylla DC.,Palicourea,triphylla DC.,Yes,Yes,7,,,,,,,Rubiaceae,Palicourea triphylla,Palicourea triphylla,759353-1,759353-1,Species
390,Palicourea tsakiana (C. M. Taylor) C. M. Taylor,Palicourea,tsakiana (C. M. Taylor) C. M. Taylor,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea tsakiana,Palicourea tsakiana,77160497-1,77160497-1,Species
391,Palicourea tumidonodosa Dwyer,Palicourea,tumidonodosa Dwyer,Yes,No,68,,,,,,,Rubiaceae,Palicourea tumidonodosa,Palicourea tumidonodosa,181248-2,181248-2,Species
392,Palicourea winkleri Borhidi,Palicourea,winkleri Borhidi,Yes,Yes,72,,,,,,,Rubiaceae,Palicourea winkleri,Palicourea winkleri,77150875-1,77150875-1,Species
393,Palicourea woronovii (Standl.) Bruniera & C. M. Taylor,Palicourea,woronovii (Standl.) Bruniera & C. M. Taylor,,,,Yes,159,,,,,Rubiaceae,Palicourea woronovii,Palicourea woronovii,77149703-1,77149703-1,Species
394,Pauridiantha callicarpoides (Hiern) Bremek.,Pauridiantha,callicarpoides (Hiern) Bremek.,Yes,Yes,240,,,,,,,Rubiaceae,Pauridiantha callicarpoides,Pauridiantha callicarpoides,759441-1,759441-1,Species
395,Pauridiantha paucinervis (Hiern) Bremek,Pauridiantha,paucinervis (Hiern) Bremek,Yes,Yes,241,,,,,,,Rubiaceae,Pauridiantha paucinervis,Pauridiantha paucinervis,759461-1,759461-1,Species
396,Pavetta corymbosa (Dc.) F. N. Williams,Pavetta,corymbosa (Dc.) F. N. Williams,Yes,Yes,153,Yes,23/202,,,Active,23,Rubiaceae,Pavetta corymbosa,Pavetta corymbosa,759636-1,759636-1,Species
397,Pavetta crassipes K. Schum.,Pavetta,crassipes K. Schum.,Yes,Yes,59/61,Yes,59/62,,,Active [61],59/61,Rubiaceae,Pavetta crassipes,Pavetta crassipes,759639-1,759639-1,Species
398,Pavetta harborii S.Moore,Pavetta,harborii S.Moore,Yes,Yes,242,,,,,,,Rubiaceae,Pavetta harborii,Pavetta harborii,759729-1,759729-1,Species
399,Pavetta lanceolata Eckl.,Pavetta,lanceolata Eckl.,Yes,Yes,243,,,,,,,Rubiaceae,Pavetta lanceolata,Pavetta lanceolata,759794-1,759794-1,Species
400,Pavetta lynesii Bridson,Pavetta,lynesii Bridson,,,,Yes,205,,,,,Rubiaceae,Pavetta lynesii,Pavetta lynesii,931727-1,931727-1,Species
401,Pavetta schumanniana F. Hoffm. ex K. Schum.,Pavetta,schumanniana F. Hoffm. ex K. Schum.,Yes,Yes,242,Yes,64,,,,,Rubiaceae,Pavetta schumanniana,Pavetta schumanniana,760027-1,760027-1,Species
402,Pavetta tomentosa Roxb. ex Sm.,Pavetta,tomentosa Roxb. ex Sm.,Yes,Yes,171,,,,,,,Rubiaceae,Pavetta tomentosa,Pavetta tomentosa,760100-1,760100-1,Species
403,Pentagonia gymnopoda (Standl.) Standl.,Pentagonia,gymnopoda (Standl.) Standl.,Yes,Yes,68,,,,,Inactive,158,Rubiaceae,Pentagonia gymnopoda,Pentagonia gymnopoda,188109-2,188109-2,Species
404,Pentagonia macrophylla Benth.,Pentagonia,macrophylla Benth.,Yes,Yes,68,,,,,Inactive,158,Rubiaceae,Pentagonia macrophylla,Pentagonia macrophylla,760184-1,760184-1,Species
405,Pentagonia nuciformis Dwyer,Pentagonia,nuciformis Dwyer,Yes,No,68,,,,,Inactive,158,Rubiaceae,Pentagonia nuciformis,Pentagonia nuciformis,188114-2,188114-2,Species
406,Pentagonia pinnatifida Seem.,Pentagonia,pinnatifida Seem.,Yes,Yes,68,,,,,,,Rubiaceae,Pentagonia pinnatifida,Pentagonia pinnatifida,760190-1,760190-1,Species
407,Pentagonia wendlandii Hook. f.,Pentagonia,wendlandii Hook. f.,Yes,Yes,68,,,,,,,Rubiaceae,Pentagonia wendlandii,Pentagonia wendlandii,760201-1,760201-1,Species
408,Pentanisia ouranogyne S. Moore,Pentanisia,ouranogyne S. Moore,,,,Yes,6,,,,,Rubiaceae,Pentanisia ouranogyne,Pentanisia ouranogyne,760224-1,760224-1,Species
409,Pentas lanceolata (Forssk.) Deflers,Pentas,lanceolata (Forssk.) Deflers,Yes,Yes,146,Yes,66,,,Inactive,66,Rubiaceae,Pentas lanceolata,Pentas lanceolata,760275-1,760275-1,Species
410,Pentas micrantha Baker,Pentas,micrantha Baker,,,,,,,,Active,142,Rubiaceae,Pentas micrantha,Pentas micrantha,760284-1,760284-1,Species
411,Pentas zanzibarica (Klotzsch) Bvatke,Pentas,zanzibarica (Klotzsch) Bvatke,,,,Yes,199,,,,,Rubiaceae,Pentas zanzibarica,Pentas zanzibarica,760323-1,760323-1,Species
412,Pittoniotis trichantha Griseb.,Pittoniotis,trichantha Griseb.,,,,,,,,Inactive,158,Rubiaceae,Pittoniotis trichantha,Pittoniotis trichantha,760476-1,760476-1,Species
413,Plocama calabrica (L. f.) M Backlund & Thulin,Plocama,calabrica (L. f.) M Backlund & Thulin,,,,,,,,Active,13,Rubiaceae,Plocama calabrica,Plocama calabrica,77080086-1,77080086-1,Species
414,Pogonopus speciosus (Jacq.) K. Schum.,Pogonopus,speciosus (Jacq.) K. Schum.,Yes,Yes,68/102,Yes,209,,,Active,265/KN,Rubiaceae,Pogonopus speciosus,Pogonopus speciosus,204802-2,204802-2,Species
415,Pogonopus tubulosus (A. Rich. ex DC.) K. Schum.,Pogonopus,tubulosus (A. Rich. ex DC.) K. Schum.,Yes,Yes,102,Yes,209,,,Active,265,Rubiaceae,Pogonopus tubulosus,Pogonopus tubulosus,204805-2,204805-2,Species
416,Posoqueria grandiflora Standl.,Posoqueria,grandiflora Standl.,Yes,Yes,68,,,,,,,Rubiaceae,Posoqueria grandiflora,Posoqueria grandiflora,208720-2,208720-2,Species
417,Posoqueria latifolia (Rudge) Schult.,Posoqueria,latifolia (Rudge) Schult.,Yes,Yes,68,,,,,Inactive,158,Rubiaceae,Posoqueria latifolia,Posoqueria latifolia,1079607-2,1079607-2,Species
418,Prismatomeris fragrans E. T. Geddes,Prismatomeris,fragrans E. T. Geddes,,,,,,,,Inactive,156,Rubiaceae,Prismatomeris fragrans,Prismatomeris fragrans,761131-1,761131-1,Species
419,Prismatomeris sessiliflora Pierre ex Pit.,Prismatomeris,sessiliflora Pierre ex Pit.,,,,,,,,Inactive,154,Rubiaceae,Prismatomeris sessiliflora,Prismatomeris sessiliflora,761150-1,761150-1,Species
420,Prismatomeris tetrandra subsp. malayana (Ridl.) J. T. Johanss.,Prismatomeris,tetrandra subsp. malayana (Ridl.) J. T. Johanss.,,,,,,,,Inactive,155,Rubiaceae,Prismatomeris tetrandra subsp. malayana,Prismatomeris tetrandra,761152-1,953920-1,Subspecies
421,Psychotria alba Ruiz & Pav.,Psychotria,alba Ruiz & Pav.,Yes,Yes,163,,,,,,,Rubiaceae,Psychotria alba,Psychotria alba,212398-2,212398-2,Species
422,Psychotria bahiensis DC.,Psychotria,bahiensis DC.,Yes,Yes,KN,,,,,,,Rubiaceae,Psychotria bahiensis,Psychotria bahiensis,761435-1,761435-1,Species
423,Psychotria brachyceras Müll. Arg.,Psychotria,brachyceras Müll. Arg.,Yes,Yes,72,,,,,,,Rubiaceae,Psychotria brachyceras,Psychotria brachyceras,761527-1,761527-1,Species
424,Psychotria brachypoda (Müll. Arg.) Britton,Psychotria,brachypoda (Müll. Arg.) Britton,Yes,Yes,72,,,,,,,Rubiaceae,Psychotria brachypoda,Psychotria brachypoda,212532-2,212532-2,Species
425,Psychotria bullata,Psychotria,bullata,,,,,,Yes,65,,,Rubiaceae,Psychotria bullata,Psychotria bullata,761577-1,761577-1,Species
426,Psychotria calocarpa Kurz,Psychotria,calocarpa Kurz,Yes,Yes,72,,,,,,,Rubiaceae,Psychotria calocarpa,Psychotria calocarpa,761603-1,761603-1,Species
427,Psychotria chagrensis Standl.,Psychotria,chagrensis Standl.,,,,,,,,Inactive,158,Rubiaceae,Psychotria chagrensis,Psychotria chagrensis,212606-2,212606-2,Species
428,Psychotria henryi H. Lév,Psychotria,henryi H. Lév,Yes,Yes,72,,,,,,,Rubiaceae,Psychotria henryi,Psychotria henryi,762210-1,762210-1,Species
429,Psychotria laciniata Vell.,Psychotria,laciniata Vell.,Yes,Yes,163,Yes,209,,,,,Rubiaceae,Psychotria laciniata,Psychotria laciniata,762388-1,762388-1,Species
430,Psychotria leiocarpa Cham. & Schltdl.,Psychotria,leiocarpa Cham. & Schltdl.,Yes,Yes,163,,,,,,,Rubiaceae,Psychotria leiocarpa,Psychotria leiocarpa,212975-2,212975-2,Species
431,Psychotria malayana Jack,Psychotria,malayana Jack,Yes,Yes,72,,,,,,,Rubiaceae,Psychotria malayana,Psychotria malayana,762593-1,762593-1,Species
432,Psychotria marginata Sw.,Psychotria,marginata Sw.,,,,,,,,Inactive,158,Rubiaceae,Psychotria marginata,Psychotria marginata,213065-2,213065-2,Species
433,Psychotria milnei (A. Gray) K. Schum,Psychotria,milnei (A. Gray) K. Schum,Yes,Yes,72,,,,,,,Rubiaceae,Psychotria milnei,Psychotria milnei,762683-1,762683-1,Species
434,Psychotria nuda (Cham. & Schltld.) Wawra,Psychotria,nuda (Cham. & Schltld.) Wawra,Yes,Yes,102,,,,,,,Rubiaceae,Psychotria nuda,Psychotria nuda,762814-1,762814-1,Species
435,Psychotria orosiana Standl.,Psychotria,orosiana Standl.,,,,,,,,Inactive,158,Rubiaceae,Psychotria orosiana,Psychotria orosiana,213181-2,213181-2,Species
