,Name,Genus,Species,Tested_for_Alkaloids,Alkaloids,Ref_Alks,Antimalarial_Use,Ref_H_Mal,History_Fever,Ref_H_Fever,Activity_Antimalarial,Ref_Activity,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank,Source
510,Temnadenia violacea (Vell.) Miers,Temnadenia,violacea (Vell.) Miers,1.0,1.0,144,,,,,,,Apocynaceae,Temnadenia violacea,Temnadenia violacea,1039841-2,1039841-2,Species,Manual
513,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,jasminoides (Lindl.) Lem.,1.0,1.0,262,,,,,,,Apocynaceae,Trachelospermum jasminoides,Trachelospermum jasminoides,82553-1,82553-1,Species,Manual
515,Urceola polymorpha (Pierre ex Spire) D. J. Middleton & Livsh.,Urceola,polymorpha (Pierre ex Spire) D. J. Middleton & Livsh.,1.0,1.0,141,,,,,,,Apocynaceae,Urceola polymorpha,Urceola polymorpha,77186121-1,77186121-1,Species,Manual
517,Vallaris glabra (L.) Kuntze,Vallaris,glabra (L.) Kuntze,1.0,1.0,90,,,,,1.0,90,Apocynaceae,Vallaris glabra,Vallaris glabra,82646-1,82646-1,Species,Manual
518,Vallaris solanacea (Roth) Kuntze,Vallaris,solanacea (Roth) Kuntze,1.0,1.0,263,,,,,,,Apocynaceae,Vallaris solanacea,Vallaris solanacea,82660-1,82660-1,Species,Manual
519,Vallesia glabra (Cav.) Link,Vallesia,glabra (Cav.) Link,1.0,1.0,"KN, 32",1.0,329,,,1.0,33,Apocynaceae,Vallesia glabra,Vallesia glabra,82668-1,82668-1,Species,Manual
520,Vinca difformis Pourr.,Vinca,difformis Pourr.,1.0,1.0,KN,,,,,,,Apocynaceae,Vinca difformis,Vinca difformis,82683-1,82683-1,Species,Manual
521,Vinca erecta Regel & Schmalh.,Vinca,erecta Regel & Schmalh.,1.0,1.0,"KN, 267",,,,,,,Apocynaceae,Vinca erecta,Vinca erecta,82686-1,82686-1,Species,Manual
522,Vinca herbacea Waldst. & Kit.,Vinca,herbacea Waldst. & Kit.,1.0,1.0,"KN, 268",,,,,,,Apocynaceae,Vinca herbacea,Vinca herbacea,82691-1,82691-1,Species,Manual
523,Vinca major L.,Vinca,major L.,1.0,1.0,265,1.0,[79],1.0,[79],,,Apocynaceae,Vinca major,Vinca major,82697-1,82697-1,Species,Manual
524,Vinca minor L.,Vinca,minor L.,1.0,1.0,264,,,,,,,Apocynaceae,Vinca minor,Vinca minor,82701-1,82701-1,Species,Manual
528,Vincetoxicum auriculatum (Royle ex Wight) Kuntze,Vincetoxicum,auriculatum (Royle ex Wight) Kuntze,1.0,1.0,137,,,,,,,Apocynaceae,Vincetoxicum auriculatum,Vincetoxicum auriculatum,102680-1,102680-1,Species,Manual
531,Vincetoxicum dalzellii (Hook. f.) Kuntze,Vincetoxicum,dalzellii (Hook. f.) Kuntze,1.0,1.0,289,,,,,,,Apocynaceae,Vincetoxicum dalzellii,Vincetoxicum dalzellii,102744-1,102744-1,Species,Manual
532,Vincetoxicum forrestii (Schltr.) C. Y. Wu & D. Z. Li,Vincetoxicum,forrestii (Schltr.) C. Y. Wu & D. Z. Li,1.0,1.0,133,,,,,,,Apocynaceae,Vincetoxicum forrestii,Vincetoxicum forrestii,946558-1,946558-1,Species,Manual
535,Vincetoxicum hirundinaria Medik.,Vincetoxicum,hirundinaria Medik.,1.0,1.0,80,,,,,,,Apocynaceae,Vincetoxicum hirundinaria,Vincetoxicum hirundinaria,102810-1,102810-1,Species,Manual
536,Vincetoxicum mongolicum Maxim.,Vincetoxicum,mongolicum Maxim.,1.0,1.0,129,,,,,,,Apocynaceae,Vincetoxicum mongolicum,Vincetoxicum mongolicum,102881-1,102881-1,Species,Manual
537,Vincetoxicum mukdenense Kitag.,Vincetoxicum,mukdenense Kitag.,1.0,1.0,130,1.0,[136],,,,,Apocynaceae,Vincetoxicum mukdenense,Vincetoxicum mukdenense,102886-1,102886-1,Species,Manual
538,Vincetoxicum nigrum (L.) Moench,Vincetoxicum,nigrum (L.) Moench,1.0,1.0,80,,,,,,,Apocynaceae,Vincetoxicum nigrum,Vincetoxicum nigrum,1088174-2,1088174-2,Species,Manual
539,Vincetoxicum pumilum Decne.,Vincetoxicum,pumilum Decne.,1.0,1.0,80,,,,,,,Apocynaceae,Vincetoxicum pumilum,Vincetoxicum pumilum,102946-1,102946-1,Species,Manual
540,Vincetoxicum rossicum (Kleopow) Barbar.,Vincetoxicum,rossicum (Kleopow) Barbar.,1.0,1.0,80,,,,,,,Apocynaceae,Vincetoxicum rossicum,Vincetoxicum rossicum,60456000-2,60456000-2,Species,Manual
541,Vincetoxicum spirale (Forssk.) D. Z. Li,Vincetoxicum,spirale (Forssk.) D. Z. Li,1.0,1.0,232,,,,,,,Apocynaceae,Vincetoxicum spirale,Vincetoxicum spirale,946571-1,946571-1,Species,Manual
546,Vincetoxicum tanakae (Maxim.) Franch. & Sav.,Vincetoxicum,tanakae (Maxim.) Franch. & Sav.,1.0,1.0,134,,,,,,,Apocynaceae,Vincetoxicum tanakae,Vincetoxicum tanakae,103006-1,103006-1,Species,Manual
547,Voacanga africana Stapf,Voacanga,africana Stapf,1.0,1.0,271,1.0,"Se, La, B, R [272] [322]",,,1.0,26/KN,Apocynaceae,Voacanga africana,Voacanga africana,82719-1,82719-1,Species,Manual
548,Voacanga bracteata Stapf,Voacanga,bracteata Stapf,1.0,1.0,271,,,,,,,Apocynaceae,Voacanga bracteata,Voacanga bracteata,82725-1,82725-1,Species,Manual
549,Voacanga chalotiana Pierre ex Stapf,Voacanga,chalotiana Pierre ex Stapf,1.0,1.0,271,,,,,,,Apocynaceae,Voacanga chalotiana,Voacanga chalotiana,82727-1,82727-1,Species,Manual
550,Voacanga foetida (Blume) Rolfe,Voacanga,foetida (Blume) Rolfe,1.0,1.0,142,,,,,,,Apocynaceae,Voacanga foetida,Voacanga foetida,82734-1,82734-1,Species,Manual
551,Voacanga globosa (Blaco) Merr.,Voacanga,globosa (Blaco) Merr.,1.0,1.0,271,,,,,1.0,26/KN,Apocynaceae,Voacanga globosa,Voacanga globosa,82738-1,82738-1,Species,Manual
552,Voacanga grandifolia (Miq.) Rolfe,Voacanga,grandifolia (Miq.) Rolfe,1.0,1.0,270,,,,,1.0,"270, 26/KN",Apocynaceae,Voacanga grandifolia,Voacanga grandifolia,82740-1,82740-1,Species,Manual
553,Voacanga megacarpa Merr.,Voacanga,megacarpa Merr.,1.0,1.0,271,,,,,,,Apocynaceae,Voacanga megacarpa,Voacanga megacarpa,82748-1,82748-1,Species,Manual
554,Voacanga thouarsii Roem. ex Schult.,Voacanga,thouarsii Roem. ex Schult.,1.0,1.0,271,,,,,1.0,26/KN,Apocynaceae,Voacanga thouarsii,Voacanga thouarsii,82760-1,82760-1,Species,Manual
556,Wattakaka volubilis (L.f.) Stapf,Wattakaka,volubilis (L.f.) Stapf,1.0,1.0,119,,,,,,,Apocynaceae,Wattakaka volubilis,Wattakaka volubilis,103061-1,103061-1,Species,Manual
557,Wrightia antidysenterica (L.) R.Br.,Wrightia,antidysenterica (L.) R.Br.,1.0,1.0,144,,,,,,,Apocynaceae,Wrightia antidysenterica,Wrightia antidysenterica,82830-1,82830-1,Species,Manual
558,Wrightia arborea (Dennst.) Mabb.,Wrightia,arborea (Dennst.) Mabb.,1.0,1.0,285,,,,,0.0,164,Apocynaceae,Wrightia arborea,Wrightia arborea,82831-1,82831-1,Species,Manual
559,Wrightia dubia (Sims) Spreng.,Wrightia,dubia (Sims) Spreng.,1.0,1.0,144,1.0,L [261],,,0.0,261,Apocynaceae,Wrightia dubia,Wrightia dubia,82847-1,82847-1,Species,Manual
560,Wrightia karaketii D. J. Middleton,Wrightia,karaketii D. J. Middleton,1.0,1.0,144,,,,,,,Apocynaceae,Wrightia karaketii,Wrightia karaketii,77105152-1,77105152-1,Species,Manual
562,Wrightia pubescens subsp. laniti (Blanco) Ngan,Wrightia,pubescens subsp. laniti (Blanco) Ngan,1.0,1.0,201,,,,,,,Apocynaceae,Wrightia pubescens subsp. laniti,Wrightia pubescens,82875-1,60452495-2,Subspecies,Manual
563,Wrightia pubescens subsp. penicillata (F. M. Bailey) Ngan,Wrightia,pubescens subsp. penicillata (F. M. Bailey) Ngan,1.0,1.0,144,,,,,,,Apocynaceae,Wrightia pubescens subsp. penicillata,Wrightia pubescens,82875-1,60452497-2,Subspecies,Manual
565,Wrightia tinctoria (Roxb.) R. Br.,Wrightia,tinctoria (Roxb.) R. Br.,1.0,1.0,"KN, 144",,,1.0,[79],0.0,164,Apocynaceae,Wrightia tinctoria,Wrightia tinctoria,82890-1,82890-1,Species,Manual
567,Adina cordifolia (Roxb.) Brandis,Adina,cordifolia (Roxb.) Brandis,1.0,1.0,2,,,,,,,Rubiaceae,Adina cordifolia,Adina cordifolia,742903-1,742903-1,Species,Manual
568,Adina eurhyncha (Miq.) Å. Krüger & Löfstrand,Adina,eurhyncha (Miq.) Å. Krüger & Löfstrand,1.0,1.0,1,,,,,,,Rubiaceae,Adina eurhyncha,Adina eurhyncha,77142551-1,77142551-1,Species,Manual
569,Adina multifolia Havil.,Adina,multifolia Havil.,1.0,1.0,39,,,,,,,Rubiaceae,Adina multifolia,Adina multifolia,742920-1,742920-1,Species,Manual
570,Adina pilulifera (Lam.) Franch. ex Drake,Adina,pilulifera (Lam.) Franch. ex Drake,1.0,1.0,39,,,,,,,Rubiaceae,Adina pilulifera,Adina pilulifera,742927-1,742927-1,Species,Manual
571,Adina rubella Hance,Adina,rubella Hance,1.0,1.0,3,,,,,,,Rubiaceae,Adina rubella,Adina rubella,742932-1,742932-1,Species,Manual
572,Adina trichotoma (Zoll. & Moritzi) Benth. & Hook. f. ex B. D. Jacks.,Adina,trichotoma (Zoll. & Moritzi) Benth. & Hook. f. ex B. D. Jacks.,1.0,1.0,39,,,,,,,Rubiaceae,Adina trichotoma,Adina trichotoma,742939-1,742939-1,Species,Manual
577,Alibertia edulis (Rich.) A. Rich. ex DC.,Alibertia,edulis (Rich.) A. Rich. ex DC.,1.0,1.0,7/68,1.0,209,,,,,Rubiaceae,Alibertia edulis,Alibertia edulis,743001-1,743001-1,Species,Manual
579,Alseis blackiana Hemsl.,Alseis,blackiana Hemsl.,1.0,1.0,68,,,,,,,Rubiaceae,Alseis blackiana,Alseis blackiana,743041-1,743041-1,Species,Manual
580,Amaioua glomerulata (Lam. ex Poir.) Delprete & C. H. Perss.,Amaioua,glomerulata (Lam. ex Poir.) Delprete & C. H. Perss.,1.0,1.0,68,,,,,0.0,158,Rubiaceae,Amaioua glomerulata,Amaioua glomerulata,77124830-1,77124830-1,Species,Manual
581,Amaioua guianensis Aubl.,Amaioua,guianensis Aubl.,1.0,1.0,8,,,,,,,Rubiaceae,Amaioua guianensis,Amaioua guianensis,743074-1,743074-1,Species,Manual
582,Amaioua magnicarpa Dwyer,Amaioua,magnicarpa Dwyer,1.0,1.0,68,,,,,,,Rubiaceae,Amaioua magnicarpa,Amaioua magnicarpa,10564-2,10564-2,Species,Manual
583,Amaioua pedicellata Dwyer,Amaioua,pedicellata Dwyer,1.0,1.0,68,,,,,,,Rubiaceae,Amaioua pedicellata,Amaioua pedicellata,10566-2,10566-2,Species,Manual
586,Antirhea putaminosa (F. Muell.) F. Muell.,Antirhea,putaminosa (F. Muell.) F. Muell.,1.0,1.0,10,,,,,,,Rubiaceae,Guettardella putaminosa,Guettardella putaminosa,752116-1,752116-1,Species,Manual
588,Arachnothryx bertieroides (Standl.) Borhidi,Arachnothryx,bertieroides (Standl.) Borhidi,1.0,1.0,68,,,,,,,Rubiaceae,Arachnothryx bertieroides,Arachnothryx bertieroides,17333-2,17333-2,Species,Manual
589,Arachnothryx buddleioides (Brenth.) Planch.,Arachnothryx,buddleioides (Brenth.) Planch.,1.0,1.0,68,,,,,,,Rubiaceae,Arachnothryx buddleioides,Arachnothryx buddleioides,743548-1,743548-1,Species,Manual
591,Arachnothryx secunda (Standl.) Borhidi,Arachnothryx,secunda (Standl.) Borhidi,1.0,1.0,68,,,,,,,Rubiaceae,Arachnothryx secunda,Arachnothryx secunda,17383-2,17383-2,Species,Manual
592,Arcytophyllum lavarum K. Schum. ex Standl.,Arcytophyllum,lavarum K. Schum. ex Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Arcytophyllum lavarum,Arcytophyllum lavarum,743605-1,743605-1,Species,Manual
593,Argostemma yappii King,Argostemma,yappii King,1.0,1.0,12,,,,,,,Rubiaceae,Argostemma yappii,Argostemma yappii,743844-1,743844-1,Species,Manual
596,Bathysa australis (A. St.-Hil.) K. Schum.,Bathysa,australis (A. St.-Hil.) K. Schum.,1.0,1.0,16,1.0,209,,,,,Rubiaceae,Bathysa australis,Bathysa australis,744363-1,744363-1,Species,Manual
598,Bertiera bracteosa (Donn. Sm.) B. Ståhl & L. Andersson,Bertiera,bracteosa (Donn. Sm.) B. Ståhl & L. Andersson,1.0,1.0,68,,,,,,,Rubiaceae,Bertiera bracteosa,Bertiera bracteosa,1014064-1,1014064-1,Species,Manual
599,Bertiera guianensis Aubl.,Bertiera,guianensis Aubl.,1.0,1.0,68,,,,,,,Rubiaceae,Bertiera guianensis,Bertiera guianensis,744444-1,744444-1,Species,Manual
600,Bothriospora corymbosa (Benth.) Hook. f.,Bothriospora,corymbosa (Benth.) Hook. f.,1.0,1.0,200,,,,,,,Rubiaceae,Bothriospora corymbosa,Bothriospora corymbosa,745007-1,745007-1,Species,Manual
601,Bouvardia ternifolia (Val.) Schltdl.,Bouvardia,ternifolia (Val.) Schltdl.,1.0,1.0,201,,,,,,,Rubiaceae,Bouvardia ternifolia,Bouvardia ternifolia,745109-1,745109-1,Species,Manual
602,Breonadia salicina (Vahl) Hepper & J. R. I. Wood,Breonadia,salicina (Vahl) Hepper & J. R. I. Wood,1.0,1.0,39,1.0,65,,,,,Rubiaceae,Breonadia salicina,Breonadia salicina,910167-1,910167-1,Species,Manual
603,Breonia perrieri Homolle,Breonia,perrieri Homolle,1.0,1.0,39,,,,,,,Rubiaceae,Breonia perrieri,Breonia perrieri,745154-1,745154-1,Species,Manual
604,Breonia sphaerantha (Baill.) Homolle ex Ridsdale,Breonia,sphaerantha (Baill.) Homolle ex Ridsdale,1.0,1.0,39,,,,,,,Rubiaceae,Breonia sphaerantha,Breonia sphaerantha,745156-1,745156-1,Species,Manual
606,Calycophyllum candidissimum (Vahl) DC.,Calycophyllum,candidissimum (Vahl) DC.,1.0,1.0,68,,,,,,,Rubiaceae,Calycophyllum candidissimum,Calycophyllum candidissimum,745241-1,745241-1,Species,Manual
610,Canthium coromandelicum (Burm. f.) Alston,Canthium,coromandelicum (Burm. f.) Alston,1.0,1.0,28,,,,,,,Rubiaceae,Canthium coromandelicum,Canthium coromandelicum,745378-1,745378-1,Species,Manual
611,Canthium glaucum Hiern,Canthium,glaucum Hiern,1.0,1.0,20,1.0,6,,,1.0,20,Rubiaceae,Canthium glaucum,Canthium glaucum,745437-1,745437-1,Species,Manual
613,Carapichea affinis (Standl.) L. Andersson,Carapichea,affinis (Standl.) L. Andersson,1.0,1.0,33,,,,,1.0,KN/264,Rubiaceae,Carapichea affinis,Carapichea affinis,1214821-2,1214821-2,Species,Manual
614,Carapichea ipecacuanha (Brot.) L. Andersson,Carapichea,ipecacuanha (Brot.) L. Andersson,1.0,1.0,32,1.0,"165, 209",,,1.0,KN/264,Rubiaceae,Carapichea ipecacuanha,Carapichea ipecacuanha,1214950-2,1214950-2,Species,Manual
615,Carapichea klugii (Standl.) C. M. Taylor,Carapichea,klugii (Standl.) C. M. Taylor,1.0,1.0,72,,,,,1.0,"188, KN/264",Rubiaceae,Carapichea klugii,Carapichea klugii,77132654-1,77132654-1,Species,Manual
616,Catunaregam nilotica (Stapf) Tirveng.,Catunaregam,nilotica (Stapf) Tirveng.,1.0,1.0,183,1.0,184,,,,,Rubiaceae,Catunaregam nilotica,Catunaregam nilotica,745903-1,745903-1,Species,Manual
617,Catunaregam spinosa (Thunb.) Tirveng.,Catunaregam,spinosa (Thunb.) Tirveng.,1.0,1.0,34,,,,,,,Rubiaceae,Catunaregam spinosa,Catunaregam spinosa,745904-1,745904-1,Species,Manual
618,Catunaregam tomentosa (Blume ex DC.) Tirveng.,Catunaregam,tomentosa (Blume ex DC.) Tirveng.,1.0,1.0,36,,,,,,,Rubiaceae,Catunaregam tomentosa,Catunaregam tomentosa,745905-1,745905-1,Species,Manual
619,Cephalanthus glabratus (Spreng.) K. Schum.,Cephalanthus,glabratus (Spreng.) K. Schum.,1.0,1.0,37/38,,,,,,,Rubiaceae,Cephalanthus glabratus,Cephalanthus glabratus,52091-2,52091-2,Species,Manual
620,Cephalanthus natalensis Oliv.,Cephalanthus,natalensis Oliv.,1.0,1.0,39,,,,,0.0,190,Rubiaceae,Cephalanthus natalensis,Cephalanthus natalensis,746216-1,746216-1,Species,Manual
621,Cephalanthus occidentalis L.,Cephalanthus,occidentalis L.,1.0,1.0,37/38,,,,,,,Rubiaceae,Cephalanthus occidentalis,Cephalanthus occidentalis,319140-2,319140-2,Species,Manual
622,Cephalanthus salicifolius Humb. & Bonpl.,Cephalanthus,salicifolius Humb. & Bonpl.,1.0,1.0,39,,,,,,,Rubiaceae,Cephalanthus salicifolius,Cephalanthus salicifolius,746233-1,746233-1,Species,Manual
623,Cephalanthus tetrandra (Roxb.) Ridsdale & Bakh. f.,Cephalanthus,tetrandra (Roxb.) Ridsdale & Bakh. f.,1.0,1.0,39,,,,,,,Rubiaceae,Cephalanthus tetrandra,Cephalanthus tetrandra,746238-1,746238-1,Species,Manual
624,Chassalia curviflora (Wall.) Thwaites,Chassalia,curviflora (Wall.) Thwaites,1.0,1.0,40,,,,,,,Rubiaceae,Chassalia curviflora,Chassalia curviflora,746289-1,746289-1,Species,Manual
625,Chassalia kolly (Schumach.) Hepper,Chassalia,kolly (Schumach.) Hepper,1.0,1.0,41,,,,,,,Rubiaceae,Chassalia kolly,Chassalia kolly,746368-1,746368-1,Species,Manual
627,Chimarrhis cymosa Jacq.,Chimarrhis,cymosa Jacq.,1.0,1.0,43,,,,,,,Rubiaceae,Chimarrhis cymosa,Chimarrhis cymosa,318431-2,318431-2,Species,Manual
629,Chimarrhis parviflora Standl.,Chimarrhis,parviflora Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Chimarrhis parviflora,Chimarrhis parviflora,56528-2,56528-2,Species,Manual
630,Chimarrhis turbinata DC.,Chimarrhis,turbinata DC.,1.0,1.0,42,1.0,209/210,,,0.0,210,Rubiaceae,Chimarrhis turbinata,Chimarrhis turbinata,308173-2,308173-2,Species,Manual
631,Chiococca alba (L.) Hitchc.,Chiococca,alba (L.) Hitchc.,1.0,1.0,44,1.0,209,,,,,Rubiaceae,Chiococca alba,Chiococca alba,56535-2,56535-2,Species,Manual
634,Chione venosa (Sw.) Urb.,Chione,venosa (Sw.) Urb.,1.0,1.0,211,,,,,,,Rubiaceae,Chione venosa,Chione venosa,56650-2,56650-2,Species,Manual
635,Ciliosemina pedunculata (H. Karst.) Antonelli,Ciliosemina,pedunculata (H. Karst.) Antonelli,1.0,1.0,102/212,1.0,"18, 209",1.0,,1.0,18,Rubiaceae,Ciliosemina pedunculata,Ciliosemina pedunculata,77065717-1,77065717-1,Species,Manual
636,Ciliosemina purdieana (Wedd.) Antonelli,Ciliosemina,purdieana (Wedd.) Antonelli,1.0,1.0,213,1.0,209,,,,,Rubiaceae,Ciliosemina purdieana,Ciliosemina purdieana,77065718-1,77065718-1,Species,Manual
638,Cinchona calisaya Wedd.,Cinchona,calisaya Wedd.,1.0,1.0,"102, 262",1.0,14/65,1.0,14,1.0,,Rubiaceae,Cinchona calisaya,Cinchona calisaya,746718-1,746718-1,Species,Manual
639,Cinchona glandulifera,Cinchona,glandulifera,1.0,1.0,263,,,,,,,Rubiaceae,Cinchona glandulifera,Cinchona glandulifera,746776-1,746776-1,Species,Manual
641,Cinchona lancifolia Mutis,Cinchona,lancifolia Mutis,1.0,1.0,262,1.0,209,,,1.0,,Rubiaceae,Cinchona lancifolia,Cinchona lancifolia,746806-1,746806-1,Species,Manual
643,Cinchona macrocalyx Pav. ex DC.,Cinchona,macrocalyx Pav. ex DC.,1.0,1.0,262,1.0,209,,,1.0,,Rubiaceae,Cinchona macrocalyx,Cinchona macrocalyx,746820-1,746820-1,Species,Manual
644,Cinchona micrantha,Cinchona,micrantha,1.0,1.0,262,,,,,1.0,,Rubiaceae,Cinchona micrantha,Cinchona micrantha,746828-1,746828-1,Species,Manual
646,Cinchona nitida,Cinchona,nitida,1.0,1.0,262,,,,,1.0,,Rubiaceae,Cinchona nitida,Cinchona nitida,746837-1,746837-1,Species,Manual
647,Cinchona officinalis L.,Cinchona,officinalis L.,1.0,1.0,KN,1.0,65/ 76,,,1.0,210,Rubiaceae,Cinchona officinalis,Cinchona officinalis,58723-2,58723-2,Species,Manual
648,Cinchona parabolica,Cinchona,parabolica,1.0,1.0,263,,,,,,,Rubiaceae,Cinchona parabolica,Cinchona parabolica,746855-1,746855-1,Species,Manual
649,Cinchona pitayensis (Wedd.) Wedd.,Cinchona,pitayensis (Wedd.) Wedd.,1.0,1.0,262,1.0,209,,,1.0,,Rubiaceae,Cinchona pitayensis,Cinchona pitayensis,746868-1,746868-1,Species,Manual
650,Cinchona pubescens Vahl,Cinchona,pubescens Vahl,1.0,1.0,"KN, 68",1.0,65/181,1.0,181,1.0,191,Rubiaceae,Cinchona pubescens,Cinchona pubescens,746872-1,746872-1,Species,Manual
651,Cinchona villosa,Cinchona,villosa,1.0,1.0,262,,,,,1.0,,Rubiaceae,Cinchona villosa,Cinchona villosa,746925-1,746925-1,Species,Manual
652,Coccocypselum guianense (Aubl.) K. Schum.,Coccocypselum,guianense (Aubl.) K. Schum.,1.0,1.0,68,,,,,,,Rubiaceae,Coccocypselum guianense,Coccocypselum guianense,61955-2,61955-2,Species,Manual
653,Coccocypselum herbaceum P. Browne ex Aubl.,Coccocypselum,herbaceum P. Browne ex Aubl.,1.0,1.0,68,,,,,,,Rubiaceae,Coccocypselum herbaceum,Coccocypselum herbaceum,746962-1,746962-1,Species,Manual
654,Coccocypselum hirsutum Bartl. ex DC.,Coccocypselum,hirsutum Bartl. ex DC.,1.0,1.0,68,,,,,,,Rubiaceae,Coccocypselum hirsutum,Coccocypselum hirsutum,746963-1,746963-1,Species,Manual
655,Coccocypselum hispidulum (Standl.) Standl.,Coccocypselum,hispidulum (Standl.) Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Coccocypselum hispidulum,Coccocypselum hispidulum,61961-2,61961-2,Species,Manual
656,Coelospermum balansanum Baill.,Coelospermum,balansanum Baill.,1.0,1.0,214,,,,,,,Rubiaceae,Coelospermum balansanum,Coelospermum balansanum,747006-1,747006-1,Species,Manual
657,Coffea arabica L.,Coffea,arabica L.,1.0,1.0,"KN, 47",1.0,209,1.0,14,0.0,45,Rubiaceae,Coffea arabica,Coffea arabica,747038-1,747038-1,Species,Manual
658,Coffea benghalensis B. Heyne ex Roth,Coffea,benghalensis B. Heyne ex Roth,1.0,1.0,46,,,,,,,Rubiaceae,Coffea benghalensis,Coffea benghalensis,747048-1,747048-1,Species,Manual
659,Coffea canephora Pierre ex A. Froehner,Coffea,canephora Pierre ex A. Froehner,1.0,1.0,"KN, 48",1.0,203,,,,,Rubiaceae,Coffea canephora,Coffea canephora,747068-1,747068-1,Species,Manual
660,Coffea eugenioides S.Moore,Coffea,eugenioides S.Moore,1.0,1.0,KN,,,,,,,Rubiaceae,Coffea eugenioides,Coffea eugenioides,747109-1,747109-1,Species,Manual
661,Coffea kianjavatensis J.-F. Leroy,Coffea,kianjavatensis J.-F. Leroy,1.0,1.0,49,,,,,,,Rubiaceae,Coffea kianjavatensis,Coffea kianjavatensis,747150-1,747150-1,Species,Manual
662,Coffea liberica W.Bull,Coffea,liberica W.Bull,1.0,1.0,KN,,,,,,,Rubiaceae,Coffea liberica,Coffea liberica,747169-1,747169-1,Species,Manual
663,Coffea liberica var. dewevrei (De. Wild. & T. Durand) Lebrun,Coffea,liberica var. dewevrei (De. Wild. & T. Durand) Lebrun,1.0,1.0,50,,,,,,,Rubiaceae,Coffea liberica var. dewevrei,Coffea liberica,747169-1,77189827-1,Variety,Manual
665,Coffea racemosa Lour.,Coffea,racemosa Lour.,1.0,1.0,KN,,,,,,,Rubiaceae,Coffea racemosa,Coffea racemosa,747242-1,747242-1,Species,Manual
666,Coffea salvatrix Swynn. & Philipson`,Coffea,salvatrix Swynn. & Philipson`,1.0,1.0,KN,,,,,,,Rubiaceae,Coffea salvatrix,Coffea salvatrix,747254-1,747254-1,Species,Manual
667,Condaminea corymbosa (Ruiz & Pav.) DC.,Condaminea,corymbosa (Ruiz & Pav.) DC.,1.0,1.0,68,,,,,,,Rubiaceae,Condaminea corymbosa,Condaminea corymbosa,1010049-2,1010049-2,Species,Manual
668,Coptosapelta tomentosa (Blume) Valeton ex K.Heyne,Coptosapelta,tomentosa (Blume) Valeton ex K.Heyne,1.0,1.0,215,,,,,,,Rubiaceae,Coptosapelta tomentosa,Coptosapelta tomentosa,747553-1,747553-1,Species,Manual
670,Cordiera sessilis (Vell.) Kuntze,Cordiera,sessilis (Vell.) Kuntze,1.0,1.0,51,,,,,,,Rubiaceae,Cordiera sessilis,Cordiera sessilis,65657-2,65657-2,Species,Manual
671,Corynanthe johimbe K. Schum.,Corynanthe,johimbe K. Schum.,1.0,1.0,102,,,,,,,Rubiaceae,Corynanthe johimbe,Corynanthe johimbe,747599-1,747599-1,Species,Manual
672,Corynanthe pachyceras K. Schum.,Corynanthe,pachyceras K. Schum.,1.0,1.0,52,,,,,0.0,52,Rubiaceae,Corynanthe pachyceras,Corynanthe pachyceras,747604-1,747604-1,Species,Manual
673,Cosmibuena grandiflora (Ruiz & Pav.) Rusby,Cosmibuena,grandiflora (Ruiz & Pav.) Rusby,1.0,1.0,68,1.0,"109, 209",,,,,Rubiaceae,Cosmibuena grandiflora,Cosmibuena grandiflora,66725-2,66725-2,Species,Manual
674,Cosmibuena valerii (Standl.) C. M. Taylor,Cosmibuena,valerii (Standl.) C. M. Taylor,1.0,1.0,68,,,,,,,Rubiaceae,Cosmibuena valerii,Cosmibuena valerii,964800-1,964800-1,Species,Manual
677,Coutarea hexandra (Jacq.) K. Schum,Coutarea,hexandra (Jacq.) K. Schum,1.0,1.0,68,1.0,"14, 209",1.0,14,,,Rubiaceae,Coutarea hexandra,Coutarea hexandra,67491-2,67491-2,Species,Manual
678,Craterispermum laurinum (Poir.) Benth.,Craterispermum,laurinum (Poir.) Benth.,1.0,1.0,57,1.0,56/62,,,,,Rubiaceae,Craterispermum laurinum,Craterispermum laurinum,747810-1,747810-1,Species,Manual
679,Cremaspora triflora (Thonn.) K.Schum.,Cremaspora,triflora (Thonn.) K.Schum.,1.0,1.0,216,,,,,,,Rubiaceae,Cremaspora triflora,Cremaspora triflora,747837-1,747837-1,Species,Manual
680,Crossopteryx febrifuga (Afzel. ex G. Don) Benth.,Crossopteryx,febrifuga (Afzel. ex G. Don) Benth.,1.0,1.0,59,1.0,59/62/135,,,1.0,30/59,Rubiaceae,Crossopteryx febrifuga,Crossopteryx febrifuga,747858-1,747858-1,Species,Manual
687,Deppea blumenaviensis (K. Schum.) Lorence,Deppea,blumenaviensis (K. Schum.) Lorence,1.0,1.0,67,,,,,,,Rubiaceae,Deppea blumenaviensis,Deppea blumenaviensis,984883-1,984883-1,Species,Manual
688,Deppea grandiflora Schltdl.,Deppea,grandiflora Schltdl.,1.0,1.0,68,,,,,,,Rubiaceae,Deppea grandiflora,Deppea grandiflora,748310-1,748310-1,Species,Manual
